0,1,2
-3.3286755,2.8080244,4.832898
10.6563,9.859058,8.398877
6.6470795,9.391785,6.7539344
1.8195796,7.9465117,8.074577
0.26551333,4.50936,6.5251937
7.516193,11.366756,7.4291553
4.4304905,8.616947,7.3312745
4.80231,9.351814,6.963801
-1.6322354,7.1921062,6.4563665
-2.1165385,2.6508057,5.4604707
8.785204,11.60862,7.8935285
-1.653948,3.4347355,5.5827675
2.1750789,7.1031175,7.799167
7.098117,11.080699,8.37624
1.4998727,7.3745875,7.397932
-1.2955198,6.6202455,6.4643683
10.666344,11.163737,7.695905
10.365766,11.016394,8.413862
-1.367333,4.04178,6.3800793
12.198059,10.974724,7.3763137
-2.3845496,1.7478819,4.586898
10.346501,9.601827,8.151207
-3.5593953,7.900734,4.38069
9.354686,10.506124,7.954717
5.9777064,9.581387,7.199401
-3.7936356,2.7959409,4.992837
-2.2482588,7.080239,6.045681
11.763213,10.393559,8.257407
-1.2994196,6.464538,6.5529475
-3.3513308,3.149697,5.7549243
11.215571,11.658129,7.70746
4.2812314,8.948421,7.1127677
2.7168634,7.323523,8.377972
8.512642,11.013311,8.332199
-0.7803336,6.1117897,6.3159633
0.5700466,6.345668,7.0790715
11.967148,11.196418,7.2629533
8.343605,9.204766,6.7242727
10.663019,10.902903,8.720659
10.461203,10.422383,7.9604
2.2919865,7.220273,7.320257
4.6264277,9.149849,7.056983
8.73929,11.452485,6.8804326
4.490922,8.978362,6.9611926
9.4688,11.916494,7.536569
-2.9764047,9.499172,4.8892093
-6.7558165,2.0264878,6.864602
-2.958564,1.8911711,5.3062043
9.504958,9.537756,7.4371963
-2.0243049,7.212666,5.7841673
2.5054305,7.420792,7.5983086
-4.1069536,8.773044,4.201884
-2.9300878,9.61614,5.0772424
5.6617074,9.62107,7.040905
-3.563566,1.6494906,4.5785666
10.054533,10.10109,8.3231125
1.968587,7.775843,7.9023013
3.231469,8.441232,7.0934086
-2.6342573,2.9496074,5.086854
0.9736067,6.168439,7.008005
9.82824,11.668519,7.363214
9.204143,11.5534,8.618926
-3.226402,9.014833,4.7152066
-0.91817796,4.5802393,6.110771
0.71977675,5.8089943,7.2638817
-3.5239122,2.6817372,6.0613966
8.23926,11.360506,6.820264
-1.8591139,7.220776,4.7465982
-3.8840163,1.8059697,4.6657352
6.650235,9.686666,6.888076
2.28203,7.0539265,6.87067
1.3346759,6.2888384,7.177166
12.041358,11.365682,7.9149704
9.726358,9.202173,7.2187667
-1.4383576,3.7704844,6.21814
-3.2636056,1.9102216,4.398169
8.483958,11.100024,7.1246066
3.028229,7.197512,9.089418
11.624577,10.762095,6.6605415
8.547865,11.95671,7.8766446
-1.9407998,5.420485,6.706172
-1.963209,5.111275,6.797932
3.1029677,7.2259626,7.6144977
-3.14802,3.996404,6.3364186
-4.1866345,2.4930944,5.8311377
-1.0003773,4.222027,6.4124346
-1.740371,6.7035694,6.297688
8.281727,11.31059,7.08026
9.538057,10.447421,8.193452
8.857951,11.394577,6.963058
-0.6937098,4.2721405,5.999076
-4.410492,2.3954086,5.7685595
1.5838716,7.0647564,7.6612096
4.6726685,8.718678,7.4426184
8.232312,9.309258,6.870516
-3.5283313,2.132834,4.4943113
8.013058,10.3200035,6.816477
1.702948,7.9714656,8.783985
-0.5193285,6.66055,6.884264
11.770898,10.180091,8.420586
7.836594,9.190745,6.673517
-6.4810424,2.114557,5.9234953
-2.2183123,6.7716093,5.8966975
-6.2350116,1.8704344,6.8170943
1.2455992,7.427803,7.67583
2.7963283,7.470833,7.4763813
-3.5613217,2.8378944,5.0826836
1.2584897,6.9270215,7.8539505
2.148445,7.6884985,7.7000203
2.5488195,7.2948875,7.986943
2.2720134,7.670244,7.733719
-0.015464305,6.2168484,6.3825455
6.559599,9.231101,6.7945595
-3.6386163,2.8648748,5.4416113
2.844757,8.141963,7.4419303
11.849144,10.961258,6.9175773
-2.475265,2.571198,5.574963
-1.9681711,6.29958,6.3382835
11.661703,11.031397,7.5402246
